f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f20;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f35;f36;f37;f38;f39;f40;f41;f42;f43;f44;f45;f46;f47;f48;f49;f50;f51;f52;f53;f54;f55;f56;f57;label
65.36;49.32;79.03;55.37;35.01;62.33;34.09;45.44;40.79;42.66;41.26;64.21;60.64;22.31;44.47;44.75;60.04;40.24;44.54;48.97;60.11;44.04;37.62;33.31;46.85;46.43;41.52;72.03;64.39;64.35;26.52;24.07;18.66;52.89;6.33;52.01;46.75;35.78;30.52;22.24;39.56;9.43;25.58;22.91;16.7;43.73;17.69;25.49;44.88;37.36;34.41;49.64;31.28;27.38;39.27;27.86;42.1;1
41.51;24.2;39.9;17.42;24.78;29.69;29.73;15.44;24.84;30.01;22.87;21.96;34.71;40.63;21.68;24.74;28.8;28.18;35.09;23.13;21.95;24.76;32.84;22.13;43.09;32.09;14.53;32.49;49.87;25.81;41.42;49.86;16.64;37.44;52.85;20.81;28.76;42.27;29.25;31.92;40.31;27.37;65.07;38.61;48.88;22.68;17.05;28.99;46.13;35.49;25.94;37.66;0.0;20.65;40.28;27.82;28.36;0
60.73;46.55;67.44;66.51;36.75;37.62;59.29;33.41;50.4;28.75;64.53;58.92;66.91;20.59;39.8;22.58;61.46;40.4;56.15;49.96;42.97;52.56;21.54;43.98;46.04;47.64;47.69;55.85;46.1;59.23;47.44;16.56;29.62;32.24;14.68;41.62;41.63;35.48;38.69;13.08;41.93;36.92;43.47;38.48;42.7;33.87;27.37;17.66;29.53;21.62;36.37;33.5;17.46;46.85;33.22;19.01;45.63;1
33.32;23.45;31.12;29.02;22.48;29.95;35.85;19.96;27.81;21.66;12.13;23.96;42.42;28.81;36.21;30.02;30.09;23.71;39.85;27.12;19.22;36.52;20.13;14.98;31.0;33.8;23.23;35.5;18.03;30.72;32.37;16.94;11.87;43.93;29.31;33.83;42.39;32.02;35.93;29.26;57.85;30.0;47.34;44.62;67.75;38.79;11.08;26.47;40.03;31.3;34.48;31.85;0.0;32.01;27.29;21.34;24.71;0
32.91;1.31;43.3;44.24;19.81;21.49;15.51;27.59;30.56;40.82;24.62;36.63;35.67;30.42;22.71;11.56;45.31;36.28;29.14;33.17;27.16;23.86;32.05;24.84;8.32;25.84;26.81;29.49;20.69;39.33;43.19;32.55;23.98;38.81;52.41;35.59;45.05;35.17;36.7;13.4;35.89;35.89;24.08;55.67;21.27;14.13;34.98;46.49;32.15;31.97;40.67;54.82;47.52;33.9;36.28;22.83;56.15;0
91.33;27.23;53.57;25.56;32.11;50.37;61.53;40.22;65.0;40.29;45.14;10.05;71.06;52.42;31.57;36.86;65.66;28.78;76.65;53.5;50.92;63.39;48.71;52.32;45.51;74.1;30.65;47.5;66.54;47.2;51.75;25.91;17.15;44.61;75.27;33.02;26.99;22.16;32.93;31.49;48.14;38.99;43.69;45.74;5.89;35.38;22.86;33.5;43.41;18.01;38.72;45.31;18.86;24.27;38.0;31.58;29.97;1
36.78;44.49;30.79;46.01;29.54;20.8;33.21;20.44;28.66;37.98;25.61;16.93;25.07;17.15;17.71;17.27;39.25;28.71;33.56;29.76;25.67;32.9;31.91;31.59;24.7;45.54;15.74;29.47;23.66;21.25;47.74;24.98;26.96;42.38;40.52;27.13;36.29;41.95;37.56;27.2;8.56;38.99;33.91;37.88;10.81;35.92;37.61;19.62;18.89;11.25;41.61;35.67;36.0;17.15;51.24;33.19;36.37;0
28.02;6.59;30.2;44.06;11.15;29.51;38.08;10.73;32.12;12.3;28.21;48.52;34.12;18.27;37.51;22.3;34.67;27.67;42.46;20.46;29.93;2.6;16.09;31.19;17.57;41.58;22.79;27.42;11.88;41.02;36.56;20.34;10.67;49.27;67.85;31.08;34.69;34.09;24.57;27.37;30.55;29.03;12.45;34.95;50.64;33.19;23.13;23.36;45.9;0.0;35.33;23.67;41.8;29.26;41.51;29.8;63.25;0
34.05;20.42;29.8;30.97;19.35;18.6;11.93;31.61;20.65;27.71;27.69;31.34;24.74;33.8;34.36;17.67;32.98;27.88;33.57;33.02;9.51;26.64;3.94;35.37;21.08;29.64;24.54;38.86;20.63;32.9;58.76;21.86;23.01;33.66;47.96;36.33;38.98;29.28;31.22;32.11;14.58;30.98;30.29;44.4;15.52;32.84;36.09;36.73;46.2;24.38;34.73;42.23;11.81;26.04;38.04;38.71;56.52;0
72.2;45.81;40.28;53.48;42.32;59.45;47.92;50.19;70.62;38.99;62.99;43.32;63.9;28.16;41.64;41.42;60.75;48.46;48.54;36.44;49.88;54.03;56.68;50.95;45.36;64.39;42.06;62.67;73.64;13.55;33.99;23.16;23.9;36.67;28.77;22.7;34.56;35.17;41.17;28.17;68.5;21.81;27.01;38.43;32.58;37.21;22.33;27.8;45.28;37.1;33.25;46.34;37.93;27.81;31.71;26.19;28.01;1
33.49;20.51;28.33;45.39;15.24;24.23;49.04;29.47;42.7;23.73;5.3;22.73;29.95;5.93;18.99;18.06;19.38;26.73;39.87;32.39;41.52;12.12;0.0;13.03;17.8;35.02;27.2;34.63;18.38;17.46;16.04;47.3;40.04;28.49;40.95;17.24;36.43;33.44;38.78;36.48;53.89;28.32;32.15;40.88;29.89;41.24;39.56;22.36;27.9;19.83;36.8;67.44;1.35;29.79;33.02;30.1;46.86;0
77.79;42.05;59.27;32.29;46.73;50.56;47.67;56.92;46.71;35.11;49.06;31.87;68.49;32.43;67.87;41.86;60.99;45.34;51.99;39.34;62.72;58.17;36.41;65.59;40.89;59.73;72.81;54.32;50.29;39.35;18.55;45.56;34.49;29.11;63.68;45.08;36.0;28.62;24.38;19.05;25.0;35.87;32.29;36.22;53.31;24.36;32.87;27.38;41.59;34.15;31.04;48.18;29.11;20.68;24.35;27.73;43.06;1
33.13;34.43;37.51;26.09;29.65;26.34;53.5;21.84;35.21;19.01;0.0;18.07;37.7;25.81;11.58;23.84;31.88;29.12;34.45;9.65;36.72;27.57;17.01;22.21;44.34;55.77;35.2;31.94;63.41;44.13;37.37;37.17;51.52;55.86;13.44;18.64;30.91;33.58;22.84;14.16;28.63;25.57;28.9;32.28;38.72;39.06;31.3;27.39;35.99;50.3;26.78;39.25;56.32;18.84;40.49;23.83;28.24;0
71.48;30.68;72.87;51.68;40.12;41.43;56.83;57.59;53.79;57.02;32.69;40.35;53.56;40.34;34.53;37.4;59.32;50.45;62.91;53.33;61.32;41.61;49.63;52.4;56.85;74.1;46.94;72.43;65.55;54.28;36.08;46.39;27.54;55.65;35.15;8.71;36.8;35.68;25.7;44.24;21.97;33.85;14.92;34.17;47.27;42.13;40.7;26.39;41.28;32.8;35.38;33.96;41.87;19.63;30.91;25.88;58.57;1
29.45;35.4;46.7;4.12;18.99;16.18;22.11;27.25;32.33;23.41;15.12;51.59;37.96;17.76;28.23;24.67;23.94;28.48;44.5;25.91;12.79;26.87;19.11;23.24;28.6;26.79;29.75;36.89;19.59;16.84;37.86;12.65;33.97;29.2;61.31;50.96;36.37;37.31;30.73;21.06;37.4;30.51;40.56;34.33;35.89;40.48;45.48;22.63;30.03;34.42;33.89;29.4;49.44;31.99;32.7;36.17;53.67;0
73.99;44.68;81.5;62.52;39.42;52.52;59.86;48.23;37.13;67.52;63.85;41.14;61.74;72.59;57.98;43.16;51.64;59.05;66.67;53.34;45.21;52.03;17.24;49.32;41.03;60.38;45.51;52.98;53.0;50.39;35.11;52.39;13.1;34.95;31.76;38.48;37.85;30.71;18.67;26.52;38.5;19.5;35.88;50.3;35.8;33.73;43.32;16.11;44.31;18.27;29.26;32.97;1.28;27.08;34.39;33.41;44.32;1
36.78;15.06;47.24;37.6;16.82;32.77;15.27;23.38;19.22;26.69;18.81;12.38;23.71;33.12;17.0;27.91;25.41;25.97;38.21;14.73;31.73;17.23;24.9;20.67;26.96;36.53;20.12;34.99;34.68;29.66;36.21;43.16;47.34;26.64;36.39;52.11;30.83;26.74;28.69;35.86;25.7;38.28;45.11;43.77;35.37;35.42;41.82;26.92;27.0;35.64;33.92;28.54;23.9;21.0;29.46;28.34;22.14;0
35.17;11.55;37.1;31.73;21.48;14.36;11.66;15.97;27.97;27.6;41.49;45.97;41.4;25.21;35.16;22.87;38.07;27.18;35.07;26.37;26.18;19.2;0.0;23.24;25.55;35.21;24.26;28.85;38.3;23.43;28.92;12.27;47.39;38.62;21.64;20.75;44.47;36.03;39.49;22.06;40.92;34.6;13.08;40.59;44.27;52.5;35.29;31.32;52.79;36.1;37.53;60.64;18.19;40.89;35.42;18.98;4.89;0
33.63;0.0;20.7;33.75;29.4;41.27;27.93;11.99;33.31;28.25;10.48;44.37;42.28;13.29;31.5;18.03;12.79;33.82;34.42;19.17;28.72;33.31;0.0;26.85;31.51;31.57;23.72;29.59;31.83;7.26;49.85;48.98;26.99;48.27;49.13;38.12;41.83;31.62;61.01;14.93;26.11;38.38;47.13;32.28;33.0;30.37;35.63;29.85;40.63;34.76;35.47;51.37;33.72;27.85;30.41;26.39;47.96;0
35.39;26.48;46.15;27.74;6.21;22.27;29.55;11.58;36.98;8.8;10.58;17.15;40.22;36.0;25.21;14.0;43.04;30.88;47.44;34.53;19.51;33.76;32.25;25.14;15.8;34.25;12.18;31.29;37.15;33.18;39.63;42.19;38.1;32.33;36.72;34.43;48.68;26.25;22.32;29.27;32.22;26.01;46.31;43.85;50.96;30.96;32.78;25.19;44.29;30.4;32.77;41.72;4.39;15.61;36.32;25.72;14.89;0
56.07;42.02;71.38;38.03;48.38;57.0;46.65;34.84;43.2;50.91;76.46;56.71;64.32;43.88;34.24;48.94;67.46;37.79;59.0;50.25;65.35;63.13;25.04;66.68;61.75;67.55;40.4;46.5;58.96;22.35;54.34;37.69;23.59;36.12;64.57;36.07;28.19;35.17;30.79;19.84;42.84;36.96;21.25;33.1;38.28;31.95;26.25;42.12;47.98;44.91;31.04;31.85;33.97;39.56;34.31;29.45;69.1;1
41.26;26.65;31.05;46.83;15.58;8.64;23.65;18.83;24.55;30.0;11.98;17.16;30.27;12.47;19.27;18.27;30.6;26.64;29.53;25.53;32.0;18.53;18.55;21.03;24.34;33.33;20.42;32.18;38.79;38.51;45.44;6.55;16.56;25.73;17.1;32.52;39.63;36.73;33.46;46.91;26.39;30.64;38.9;33.46;32.22;36.32;33.4;17.56;43.06;4.33;42.71;44.52;25.27;13.6;29.17;17.08;53.22;0
64.2;40.71;59.78;40.09;51.83;50.05;66.72;34.85;36.3;31.9;40.84;44.98;77.76;60.83;41.5;56.5;63.92;45.07;56.84;52.97;62.51;55.03;36.68;31.03;44.61;67.29;46.21;50.26;60.41;39.68;35.07;30.01;26.26;22.32;25.08;37.2;55.99;23.57;39.82;32.0;15.79;36.5;42.72;31.24;39.52;24.07;42.57;12.77;51.43;28.22;31.41;35.9;16.11;21.03;34.17;37.77;45.82;1
92.02;47.86;62.4;83.54;53.11;45.48;51.64;40.11;62.54;35.1;57.2;40.51;53.96;19.57;25.61;49.9;57.62;54.47;60.21;41.28;78.53;35.34;35.21;52.37;47.24;64.56;54.6;48.82;72.56;47.0;38.61;31.24;37.99;71.35;59.0;42.7;42.9;23.5;22.42;43.08;37.75;27.06;33.96;37.05;42.46;19.06;31.21;8.99;43.88;32.89;32.41;59.45;31.38;24.57;25.1;22.94;22.16;1
57.41;37.28;43.02;38.08;53.5;52.0;35.53;34.63;37.9;28.95;82.66;64.89;82.17;54.22;37.06;50.19;54.74;46.48;66.1;39.2;53.33;48.19;18.39;51.17;56.56;61.61;64.59;35.56;57.53;76.76;44.81;28.59;31.92;47.0;54.22;46.53;38.53;40.3;23.1;26.78;34.69;31.08;46.33;37.62;45.6;32.57;26.84;13.82;54.69;12.02;33.09;39.4;0.0;21.45;27.73;30.31;20.24;1
37.64;31.7;29.14;41.53;21.59;17.71;33.28;30.43;24.08;13.38;25.01;10.7;26.85;26.72;22.76;27.24;21.21;19.58;30.78;27.51;31.08;17.79;30.14;19.24;34.42;42.05;5.93;40.55;5.3;37.66;28.05;41.98;28.89;39.27;20.68;41.1;31.91;34.7;49.23;35.0;65.56;35.18;58.14;41.43;27.2;44.34;43.19;35.68;39.32;45.9;38.42;33.91;36.93;24.61;37.49;22.64;37.51;0
57.05;40.09;75.71;43.52;49.87;45.35;55.17;39.09;52.66;47.18;38.44;56.2;57.25;47.26;39.97;37.98;56.9;43.89;55.74;42.37;49.22;60.4;26.48;50.52;46.41;67.51;73.99;54.48;63.09;60.67;45.23;28.27;49.48;33.86;72.29;16.89;30.41;13.1;0.0;25.36;51.97;27.98;39.86;40.47;47.64;13.59;13.23;24.9;34.01;25.27;25.52;35.69;28.31;16.17;27.57;28.62;28.12;1
40.81;36.14;35.97;36.1;22.95;26.42;29.67;22.23;32.01;15.88;31.06;32.98;46.34;27.96;30.84;16.57;23.11;16.15;31.45;19.41;29.5;20.68;17.61;19.3;28.25;28.41;16.05;33.29;20.26;31.38;49.21;18.71;31.5;47.18;51.57;29.89;28.64;32.24;23.07;22.75;43.13;27.29;29.53;48.37;34.22;20.31;25.54;25.19;44.71;38.95;31.1;57.23;48.23;27.18;28.37;28.35;41.48;0
49.75;22.95;58.64;47.03;35.92;51.36;53.23;48.05;60.56;35.03;19.06;20.81;58.74;35.14;30.62;42.73;56.79;54.52;56.65;34.03;49.33;5.55;54.18;72.22;50.34;55.15;56.81;66.07;34.47;31.08;12.17;32.45;52.76;57.39;43.71;10.68;40.26;42.24;40.08;17.36;24.73;25.47;34.25;44.08;60.42;31.2;30.24;27.08;48.14;32.04;30.05;50.25;42.64;25.21;35.19;19.92;9.59;1
63.12;48.74;75.76;37.99;65.77;41.08;45.73;52.27;61.22;29.31;66.43;51.94;57.22;47.07;46.16;53.53;62.34;41.23;71.87;35.15;46.76;68.09;42.31;68.1;50.61;41.0;32.04;63.01;56.94;40.11;29.91;25.31;37.4;55.89;26.84;35.21;34.36;34.1;54.64;35.31;33.36;28.4;47.98;37.0;38.89;24.25;43.6;21.58;34.94;22.7;41.4;39.45;14.2;25.03;39.03;32.08;28.45;1
24.36;23.21;40.29;43.13;29.92;35.16;27.89;30.81;27.89;21.56;17.64;34.83;24.37;16.7;16.73;18.47;40.01;29.0;40.96;28.48;28.73;39.78;20.75;21.37;19.99;37.11;17.51;30.94;41.51;11.0;50.69;29.2;34.76;39.89;49.27;46.17;30.78;27.74;16.01;34.81;21.53;38.55;34.27;41.7;33.29;36.11;15.21;21.05;33.98;25.71;19.18;32.74;22.73;36.37;43.89;33.29;50.62;0
32.55;13.15;37.61;23.43;30.68;15.85;23.48;23.05;26.64;8.68;16.52;16.1;30.06;11.82;26.35;25.19;25.07;22.33;44.19;22.43;13.52;36.73;18.0;18.41;29.61;53.14;24.78;28.97;5.49;33.08;46.89;11.96;36.9;25.65;55.94;20.93;35.97;42.26;32.72;23.22;38.81;30.41;34.64;49.74;36.44;34.58;32.24;33.18;26.18;35.16;21.51;39.0;14.73;27.39;36.78;25.57;67.16;0
44.09;4.39;32.05;18.73;21.12;25.9;15.23;22.57;33.2;15.75;4.65;2.09;38.96;24.19;40.61;25.3;43.78;19.26;27.89;25.99;30.05;28.85;26.77;21.19;19.61;28.14;19.66;36.4;34.37;31.66;39.31;15.61;19.35;31.15;29.03;35.66;40.95;50.48;40.35;23.75;23.6;24.12;28.24;38.49;53.29;21.12;27.95;25.35;48.86;13.05;27.46;53.4;26.82;27.4;47.02;28.85;35.76;0
39.33;7.39;35.69;31.54;29.63;27.41;44.2;24.22;32.84;12.66;32.28;5.25;23.59;26.76;34.56;21.45;49.97;30.42;37.54;32.86;27.3;32.62;30.49;16.94;24.21;7.92;27.31;23.59;38.09;42.92;43.07;9.62;19.83;17.09;2.57;31.94;33.85;31.73;41.78;36.51;53.06;23.01;37.04;38.14;51.6;40.58;22.01;17.33;45.52;28.83;33.13;69.4;34.12;21.03;35.91;29.73;47.61;0
84.23;49.26;56.78;54.28;52.59;48.0;64.42;49.28;50.05;32.09;50.54;31.21;50.54;45.29;52.1;47.03;59.48;41.23;59.81;52.19;55.36;67.29;39.12;58.28;48.34;65.32;56.99;59.81;57.61;53.55;41.45;13.54;25.89;55.38;67.48;32.98;24.8;22.93;29.5;24.76;39.02;33.59;57.27;33.59;51.0;44.78;12.21;24.0;32.43;35.61;37.24;39.39;32.43;29.43;27.37;22.89;5.3;1
56.28;43.74;60.23;59.89;47.25;58.47;61.77;57.31;48.45;54.71;76.24;47.5;66.21;44.47;42.67;47.75;73.06;46.51;55.93;42.74;65.65;66.42;46.11;29.27;56.09;56.6;68.78;51.27;51.07;13.31;58.43;46.16;54.31;42.06;55.99;51.17;32.63;37.94;20.21;26.17;39.48;13.43;37.31;41.77;12.23;38.95;40.11;35.07;35.31;31.09;30.15;41.07;32.26;27.86;29.59;29.38;28.02;1
79.83;52.14;49.82;41.69;61.15;55.97;43.16;35.34;42.6;34.15;36.39;19.68;52.52;62.92;50.08;50.85;70.26;49.79;66.0;65.85;44.57;62.18;52.28;61.17;46.63;60.53;54.79;63.59;48.72;59.1;26.02;32.07;29.84;26.37;39.09;31.16;48.33;25.0;34.62;48.67;34.04;34.85;46.39;37.79;29.99;30.86;20.92;28.83;42.38;12.98;26.63;58.62;27.92;33.66;34.58;28.08;32.05;1
41.53;19.92;30.24;2.77;8.08;18.48;6.28;35.12;36.03;24.23;14.95;31.94;32.05;37.22;30.3;19.45;33.8;37.63;34.34;29.21;21.3;26.67;3.26;23.33;17.36;19.14;29.16;31.3;15.12;22.48;54.82;14.12;20.6;52.59;18.59;40.76;41.97;34.61;29.5;29.18;22.29;26.63;24.79;44.35;33.55;34.16;46.8;40.01;43.01;36.63;36.73;52.29;24.87;10.5;37.21;33.58;34.9;0
90.03;51.16;63.85;52.31;45.2;44.67;67.0;35.01;63.14;27.33;41.54;35.1;63.92;41.83;33.45;35.64;88.24;55.36;54.96;42.94;52.49;13.37;26.82;34.92;54.38;64.23;58.37;68.52;70.9;33.2;46.51;36.67;38.77;37.48;49.65;30.47;35.73;35.98;16.52;22.09;42.56;18.76;58.99;29.97;51.54;27.09;29.75;32.58;53.06;24.6;28.24;52.72;37.9;23.36;42.86;31.48;35.38;1
77.66;38.64;57.63;64.03;36.06;52.72;31.35;35.73;49.86;64.05;39.26;60.31;73.08;29.69;30.11;35.31;58.55;55.37;49.11;45.94;56.53;54.45;32.84;55.11;45.75;81.63;42.98;52.44;61.31;44.46;58.35;43.41;30.0;42.87;33.53;32.05;38.21;31.38;63.39;23.83;6.68;33.3;32.1;40.72;23.97;44.87;22.81;26.6;44.68;44.08;26.97;47.26;0.24;14.05;46.61;23.92;61.34;1
56.75;48.21;46.63;51.75;47.67;35.5;52.32;56.64;40.86;36.76;35.88;30.28;73.41;49.23;39.3;52.24;66.34;40.28;71.87;54.33;56.27;32.51;34.52;50.73;64.74;64.57;35.94;66.16;53.24;36.02;50.62;20.27;26.13;40.8;20.44;31.65;40.22;36.63;28.49;43.17;35.01;12.33;40.5;36.32;37.03;39.85;25.95;30.89;43.07;50.01;30.56;25.04;48.09;17.84;54.76;18.77;24.9;1
38.91;15.88;39.28;6.49;15.24;26.79;18.9;17.34;31.8;7.68;16.76;32.07;23.99;32.36;29.73;26.27;34.16;29.11;40.52;22.6;15.78;23.75;22.36;28.21;29.76;28.98;24.84;37.26;35.17;23.91;47.89;21.39;17.09;51.65;12.48;36.36;39.16;22.25;31.66;30.05;52.12;31.4;44.55;41.32;22.07;47.21;22.95;23.21;31.14;20.82;21.89;49.87;0.0;25.76;26.46;26.09;31.51;0
33.76;11.72;27.88;40.41;36.28;29.39;24.48;23.43;48.44;31.51;6.23;27.07;36.62;34.56;31.39;19.96;19.97;30.61;55.38;15.47;42.41;16.9;25.59;19.8;18.73;47.24;21.95;42.88;24.74;33.75;41.59;20.78;10.56;33.13;49.28;25.87;43.79;37.5;27.19;27.27;44.61;44.98;29.59;48.38;37.37;36.39;33.59;29.63;37.29;19.79;34.14;27.15;8.47;33.22;30.32;25.15;30.95;0
65.05;25.52;48.53;47.13;37.25;49.48;55.83;38.12;46.78;43.38;43.63;32.79;60.67;32.01;28.53;53.02;63.74;41.56;57.58;30.79;52.18;37.17;33.58;47.26;33.46;62.03;51.79;72.76;50.5;45.19;41.24;29.15;36.72;35.56;53.93;13.28;48.3;21.85;44.46;14.81;46.17;33.21;67.82;35.35;42.41;23.76;31.12;31.66;51.02;25.7;32.21;43.18;53.26;32.73;46.14;30.22;40.57;1
66.16;21.95;74.18;29.75;51.49;42.92;58.8;33.11;62.05;40.91;64.7;47.35;71.79;48.99;58.95;52.6;62.1;35.79;57.71;42.4;52.53;55.12;34.49;24.67;53.69;65.95;90.8;62.42;70.27;38.59;62.92;14.53;19.29;34.8;62.69;32.06;39.76;28.27;39.92;7.33;44.9;36.15;30.89;30.76;48.86;29.93;28.11;21.68;33.64;36.06;19.05;34.96;41.18;31.69;36.22;23.14;45.13;1
36.54;0.0;51.01;34.54;22.41;19.38;28.18;17.05;49.92;18.99;13.71;38.95;45.86;34.51;28.89;22.63;34.15;16.62;40.46;31.19;26.02;26.63;17.88;21.79;8.6;36.31;32.72;37.35;0.0;29.04;24.63;35.92;6.64;49.79;39.56;25.9;41.25;26.22;33.0;36.32;35.85;33.45;36.36;41.92;50.53;36.82;41.54;29.3;46.61;24.13;30.36;45.67;11.64;21.82;22.82;29.86;37.39;0
59.66;46.16;79.22;57.22;64.08;53.72;63.68;21.11;56.36;72.81;48.22;35.91;70.06;57.76;58.72;48.32;58.04;41.9;50.83;67.15;71.46;54.08;42.02;61.66;41.7;62.81;40.05;44.05;65.64;18.26;32.39;27.16;40.94;41.1;38.59;29.95;35.42;24.04;39.68;12.52;34.92;32.46;19.3;42.98;34.77;18.3;21.0;40.8;40.11;18.99;30.94;48.62;5.22;24.7;38.2;34.02;41.92;1
67.89;29.65;66.07;54.24;61.4;59.69;61.32;53.79;41.93;26.15;43.36;47.21;87.95;32.8;59.45;41.1;62.86;65.15;62.96;58.78;52.27;8.66;51.4;54.04;60.36;72.61;40.72;54.88;51.01;25.99;54.07;33.51;18.37;37.91;43.72;16.95;46.23;37.45;17.63;26.7;38.57;42.36;41.59;47.64;13.63;39.98;22.45;29.22;40.45;37.13;27.1;47.12;20.3;18.09;29.98;24.82;9.07;1
30.06;26.29;35.58;25.31;29.38;21.01;29.47;27.74;36.47;19.3;4.42;45.96;38.67;30.49;24.48;24.06;37.54;27.65;23.62;30.68;41.57;32.93;10.36;16.23;31.29;24.28;18.47;34.16;56.6;12.53;50.03;34.76;27.89;63.13;39.71;36.58;46.91;44.13;37.12;20.64;29.42;18.31;33.32;33.25;28.46;33.62;32.4;23.48;32.71;22.46;20.12;50.97;11.76;27.52;38.46;28.11;53.33;0
33.58;12.44;35.03;21.16;17.75;19.24;7.31;14.52;34.12;19.6;31.75;29.39;35.38;25.16;9.85;14.72;32.08;25.2;27.6;23.45;46.34;21.78;23.82;25.5;26.63;32.14;20.23;30.12;39.5;41.71;67.43;30.34;20.29;24.41;28.03;19.12;35.09;44.39;48.78;35.84;16.48;18.02;28.35;33.87;22.61;12.52;30.57;44.11;39.03;53.61;34.07;51.91;42.13;15.43;35.9;25.43;58.41;0
41.43;11.84;34.5;27.25;34.55;11.28;20.12;15.88;25.97;17.17;25.05;31.23;42.49;18.08;12.08;19.21;30.29;15.63;18.12;29.13;25.33;20.74;19.9;31.93;20.95;41.14;26.7;27.76;44.74;28.62;35.39;32.07;49.21;42.04;20.54;41.57;44.84;37.71;40.2;27.15;29.51;35.37;41.58;40.74;50.3;22.34;41.9;27.36;40.86;17.94;28.65;26.47;25.13;29.2;32.55;31.24;51.99;0
38.33;19.26;44.23;32.23;15.08;25.6;27.82;23.18;25.27;24.5;6.84;10.77;34.82;0.0;0.0;24.92;41.04;18.42;31.59;29.95;32.52;20.74;31.81;23.39;32.68;25.65;29.32;31.98;27.92;37.88;43.65;16.91;21.02;44.55;35.85;37.78;49.76;23.82;32.24;37.76;47.73;29.66;49.88;30.93;50.07;34.67;21.31;48.18;29.12;25.71;36.2;31.66;1.18;49.25;31.59;33.87;71.64;0
26.12;16.46;37.04;41.79;19.44;6.57;30.93;8.11;24.13;25.25;27.35;36.36;39.98;31.81;20.71;12.53;24.95;27.34;24.78;26.23;24.63;13.19;5.35;25.84;28.94;38.77;19.14;24.79;29.94;41.61;58.12;29.9;43.46;55.81;59.5;28.31;43.48;40.61;32.13;31.64;30.38;28.55;21.6;32.69;45.56;40.51;32.32;31.52;23.24;13.65;29.34;48.84;39.76;40.34;37.07;23.36;47.75;0
35.04;38.55;41.01;12.33;18.83;20.87;42.48;25.08;45.5;18.24;21.5;27.08;42.43;18.86;29.87;24.82;41.86;33.15;55.41;27.81;34.32;16.68;38.15;19.35;21.87;31.16;15.7;32.76;51.1;9.6;48.4;40.14;47.18;32.54;46.53;42.86;45.03;33.29;21.8;34.4;26.31;46.16;29.11;41.72;69.26;34.25;47.33;29.07;39.67;35.77;32.31;40.97;13.51;26.94;36.98;31.92;59.68;0
45.22;16.74;39.46;27.22;23.09;20.94;24.82;15.98;34.98;16.53;16.57;24.39;39.16;19.27;26.04;17.99;36.42;28.69;45.54;25.04;25.87;33.43;17.93;26.68;25.92;42.04;22.52;32.98;38.43;24.05;58.26;18.05;29.21;39.2;26.5;32.97;27.9;50.87;20.42;35.9;37.14;35.74;23.92;45.85;33.74;27.03;22.93;32.58;34.6;18.99;25.75;42.67;23.08;22.12;34.02;31.38;56.31;0
35.06;19.77;40.85;37.48;19.71;23.16;27.85;17.85;22.17;23.32;17.13;36.53;35.99;24.23;29.58;19.95;41.0;35.72;28.14;26.46;22.81;32.64;11.42;27.85;39.19;46.53;22.57;26.45;11.77;27.12;34.74;8.95;16.15;54.77;35.12;35.1;42.12;31.39;7.2;37.42;39.17;30.93;18.09;30.87;65.39;23.58;9.75;42.84;39.81;34.0;39.87;51.21;22.63;14.14;32.33;15.65;25.54;0
70.73;27.42;51.14;75.06;31.01;48.5;48.47;39.74;62.08;59.3;44.96;19.88;83.54;38.27;42.48;43.7;54.9;43.41;53.21;52.63;65.22;63.24;52.06;61.37;38.82;50.23;57.09;63.57;69.2;50.53;49.73;32.59;1.7;64.12;31.68;41.84;38.36;27.1;38.98;42.9;40.28;26.75;62.47;32.96;23.16;16.85;32.42;13.86;34.83;51.23;31.69;49.94;54.4;39.11;38.65;32.93;40.22;1
45.16;18.95;41.95;27.77;19.07;24.95;32.09;33.72;17.57;42.15;23.36;49.07;32.54;27.92;16.52;16.88;41.33;35.12;25.12;29.5;12.68;14.14;11.49;26.76;27.38;24.79;17.2;44.02;30.43;27.02;23.86;50.11;29.74;57.3;44.95;36.29;41.7;32.65;29.6;28.81;27.6;44.23;44.32;16.51;46.92;42.56;22.9;4.66;40.71;16.05;23.13;40.43;14.15;19.65;25.22;29.21;26.75;0
55.73;33.05;66.83;64.2;54.6;33.12;56.24;35.34;46.65;25.29;26.8;31.9;71.15;47.82;41.54;34.78;54.86;37.59;58.25;40.68;40.8;56.1;24.8;76.19;55.51;39.2;50.58;61.31;61.64;38.68;59.86;27.55;47.9;47.98;40.02;20.78;25.41;32.49;36.55;15.21;68.83;34.04;12.94;45.31;38.43;11.34;44.49;12.27;35.82;49.65;30.27;33.36;23.16;12.3;34.85;24.29;0.0;1
35.64;29.95;43.27;30.23;30.47;14.95;24.9;19.81;34.68;28.58;26.46;16.96;36.92;9.0;24.56;26.25;20.9;23.87;22.36;34.65;26.32;22.54;31.4;24.97;43.06;41.16;18.6;36.12;23.09;15.7;46.33;33.1;17.08;65.88;46.09;32.93;27.16;27.81;31.73;29.78;37.43;26.48;40.76;47.39;40.96;33.92;25.3;21.32;28.44;56.52;26.77;37.56;18.94;23.05;34.35;28.05;54.69;0
